hit_from,hit_to,query_from,query_to,hit_gaps,query_gaps,align_from,align_to,align_len,identity,query_strand,hit_strand,bit_score,evalue,hit_seqid,hit_genome_id,query_genome_id,hit_taxonomy_id,query_taxonomy_id,gff_seqid,gff_source,gff_type,gff_start,gff_end,gff_score,gff_strand,gff_phase,gff_gene_id,gff_attribute:ID
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345894.3-11
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345894.3-11
4220598,4220976,51,418,4,15,4220547,4220966,382,323,+,-,361.217,1.76489e-98,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5489778,5490197,None,+,None,110384573,exon-XM_021345895.3-1
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345895.3-5
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345895.3-11
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345895.3-11
4220598,4220976,50,417,4,15,4220548,4220966,382,323,+,-,361.217,1.7604e-98,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5489779,5490197,None,+,None,110384573,exon-XM_021345897.3-1
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345897.3-5
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345897.3-11
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345897.3-11
4220598,4220976,49,416,4,15,4220549,4220966,382,323,+,-,361.217,1.75591e-98,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5489780,5490197,None,+,None,110384573,exon-XM_021345900.3-1
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345900.3-5
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345900.3-10
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345900.3-10
4220598,4220976,47,414,4,15,4220551,4220966,382,323,+,-,361.217,1.74693e-98,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5489782,5490197,None,+,None,110384573,exon-XM_021345901.3-1
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345901.3-4
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345901.3-10
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345901.3-10
4220598,4220976,46,413,4,15,4220552,4220966,382,323,+,-,361.217,1.74244e-98,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5489783,5490197,None,+,None,110384573,exon-XM_021345902.3-1
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345902.3-4
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345902.3-9
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345902.3-9
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345904.3-5
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345904.3-11
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345904.3-11
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345893.3-6
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345893.3-12
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345893.3-12
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345898.3-5
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345898.3-11
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345898.3-11
6956406,6956827,0,421,0,0,6956406,6956827,421,413,+,-,734.24,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5489776,5490197,None,+,None,110384573,exon-XM_021345892.3-1
6942731,6942921,0,190,0,0,6942731,6942921,190,183,+,-,313.204,3.14112e-84,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345892.3-3
6941942,6942025,0,83,0,0,6941942,6942025,83,83,+,-,154.392,7.24823e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505265,5505348,None,+,None,110384573,exon-XM_021345892.3-4
6941341,6941400,0,59,0,0,6941341,6941400,59,59,+,-,110.073,9.44005e-24,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505882,5505941,None,+,None,110384573,exon-XM_021345892.3-5
6939891,6940001,0,110,0,0,6939891,6940001,110,108,+,-,193.172,2.2129e-48,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345892.3-6
6939335,6939569,3,237,0,0,6939332,6939569,234,212,+,-,311.357,1.45352e-83,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507555,5507792,None,+,None,110384573,exon-XM_021345892.3-7
6938288,6938383,0,95,0,0,6938288,6938383,95,91,+,-,154.392,8.59957e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5508607,5508702,None,+,None,110384573,exon-XM_021345892.3-9
6937181,6937235,2,56,0,0,6937179,6937235,54,53,+,-,95.2994,2.41675e-19,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5509895,5509951,None,+,None,110384573,exon-XM_021345892.3-10
6936178,6936478,0,288,0,12,6936178,6936466,300,283,+,-,449.856,3.6658e-125,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511076,5511364,None,+,None,110384573,exon-XM_021345892.3-11
6933790,6936021,68,2336,58,21,6933722,6936058,2289,2102,+,-,3118.26,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345892.3-12
6956406,6956826,0,420,0,0,6956406,6956826,420,412,+,-,732.394,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5489777,5490197,None,+,None,110384573,exon-XM_021345894.3-1
6942731,6942921,0,190,0,0,6942731,6942921,190,183,+,-,313.204,3.14112e-84,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345894.3-3
6941942,6942025,0,83,0,0,6941942,6942025,83,83,+,-,154.392,7.24823e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505265,5505348,None,+,None,110384573,exon-XM_021345894.3-4
6941341,6941400,0,59,0,0,6941341,6941400,59,59,+,-,110.073,9.44005e-24,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505882,5505941,None,+,None,110384573,exon-XM_021345894.3-5
6939891,6940001,0,110,0,0,6939891,6940001,110,108,+,-,193.172,2.2129e-48,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345894.3-6
6939335,6939569,3,237,0,0,6939332,6939569,234,212,+,-,311.357,1.45352e-83,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507555,5507792,None,+,None,110384573,exon-XM_021345894.3-7
6938288,6938383,0,95,0,0,6938288,6938383,95,91,+,-,154.392,8.59957e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5508607,5508702,None,+,None,110384573,exon-XM_021345894.3-9
6936178,6936478,0,288,0,12,6936178,6936466,300,283,+,-,449.856,3.6658e-125,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511076,5511364,None,+,None,110384573,exon-XM_021345894.3-10
6933790,6936021,68,2336,58,21,6933722,6936058,2289,2102,+,-,3118.26,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345894.3-11
6956406,6956825,0,419,0,0,6956406,6956825,419,411,+,-,730.547,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5489778,5490197,None,+,None,110384573,exon-XM_021345895.3-1
6942731,6942921,0,190,0,0,6942731,6942921,190,183,+,-,313.204,3.14112e-84,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345895.3-3
6941942,6942025,0,83,0,0,6941942,6942025,83,83,+,-,154.392,7.24823e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505265,5505348,None,+,None,110384573,exon-XM_021345895.3-4
6939891,6940001,0,110,0,0,6939891,6940001,110,108,+,-,193.172,2.2129e-48,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345895.3-5
6939335,6939569,3,237,0,0,6939332,6939569,234,212,+,-,311.357,1.45352e-83,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507555,5507792,None,+,None,110384573,exon-XM_021345895.3-6
6938288,6938383,0,95,0,0,6938288,6938383,95,91,+,-,154.392,8.59957e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5508607,5508702,None,+,None,110384573,exon-XM_021345895.3-8
6937181,6937235,2,56,0,0,6937179,6937235,54,53,+,-,95.2994,2.41675e-19,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5509895,5509951,None,+,None,110384573,exon-XM_021345895.3-9
6936178,6936478,0,288,0,12,6936178,6936466,300,283,+,-,449.856,3.6658e-125,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511076,5511364,None,+,None,110384573,exon-XM_021345895.3-10
6933790,6936021,68,2336,58,21,6933722,6936058,2289,2102,+,-,3118.26,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345895.3-11
6956406,6956824,0,418,0,0,6956406,6956824,418,410,+,-,728.7,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5489779,5490197,None,+,None,110384573,exon-XM_021345897.3-1
6942731,6942921,0,190,0,0,6942731,6942921,190,183,+,-,313.204,3.14112e-84,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345897.3-2
6941942,6942025,0,83,0,0,6941942,6942025,83,83,+,-,154.392,7.24823e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505265,5505348,None,+,None,110384573,exon-XM_021345897.3-3
6941341,6941400,0,59,0,0,6941341,6941400,59,59,+,-,110.073,9.44005e-24,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505882,5505941,None,+,None,110384573,exon-XM_021345897.3-4
6939891,6940001,0,110,0,0,6939891,6940001,110,108,+,-,193.172,2.2129e-48,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345897.3-5
6939335,6939569,3,237,0,0,6939332,6939569,234,212,+,-,311.357,1.45352e-83,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507555,5507792,None,+,None,110384573,exon-XM_021345897.3-6
6938288,6938383,0,95,0,0,6938288,6938383,95,91,+,-,154.392,8.59957e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5508607,5508702,None,+,None,110384573,exon-XM_021345897.3-8
6937181,6937235,2,56,0,0,6937179,6937235,54,53,+,-,95.2994,2.41675e-19,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5509895,5509951,None,+,None,110384573,exon-XM_021345897.3-9
6936178,6936478,0,288,0,12,6936178,6936466,300,283,+,-,449.856,3.6658e-125,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511076,5511364,None,+,None,110384573,exon-XM_021345897.3-10
6933790,6936021,68,2336,58,21,6933722,6936058,2289,2102,+,-,3118.26,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345897.3-11
6956406,6956823,0,417,0,0,6956406,6956823,417,409,+,-,726.854,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5489780,5490197,None,+,None,110384573,exon-XM_021345900.3-1
6942731,6942921,0,190,0,0,6942731,6942921,190,183,+,-,313.204,3.14112e-84,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345900.3-3
6941942,6942025,0,83,0,0,6941942,6942025,83,83,+,-,154.392,7.24823e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505265,5505348,None,+,None,110384573,exon-XM_021345900.3-4
6939891,6940001,0,110,0,0,6939891,6940001,110,108,+,-,193.172,2.2129e-48,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345900.3-5
6939335,6939569,3,237,0,0,6939332,6939569,234,212,+,-,311.357,1.45352e-83,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507555,5507792,None,+,None,110384573,exon-XM_021345900.3-6
6938288,6938383,0,95,0,0,6938288,6938383,95,91,+,-,154.392,8.59957e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5508607,5508702,None,+,None,110384573,exon-XM_021345900.3-8
6936178,6936478,0,288,0,12,6936178,6936466,300,283,+,-,449.856,3.6658e-125,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511076,5511364,None,+,None,110384573,exon-XM_021345900.3-9
6933790,6936021,68,2336,58,21,6933722,6936058,2289,2102,+,-,3118.26,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345900.3-10
6956406,6956821,0,415,0,0,6956406,6956821,415,407,+,-,723.16,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5489782,5490197,None,+,None,110384573,exon-XM_021345901.3-1
6942731,6942921,0,190,0,0,6942731,6942921,190,183,+,-,313.204,3.14112e-84,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345901.3-2
6941942,6942025,0,83,0,0,6941942,6942025,83,83,+,-,154.392,7.24823e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505265,5505348,None,+,None,110384573,exon-XM_021345901.3-3
6939891,6940001,0,110,0,0,6939891,6940001,110,108,+,-,193.172,2.2129e-48,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345901.3-4
6939335,6939569,3,237,0,0,6939332,6939569,234,212,+,-,311.357,1.45352e-83,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507555,5507792,None,+,None,110384573,exon-XM_021345901.3-5
6938288,6938383,0,95,0,0,6938288,6938383,95,91,+,-,154.392,8.59957e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5508607,5508702,None,+,None,110384573,exon-XM_021345901.3-7
6937181,6937235,2,56,0,0,6937179,6937235,54,53,+,-,95.2994,2.41675e-19,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5509895,5509951,None,+,None,110384573,exon-XM_021345901.3-8
6936178,6936478,0,288,0,12,6936178,6936466,300,283,+,-,449.856,3.6658e-125,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511076,5511364,None,+,None,110384573,exon-XM_021345901.3-9
6933790,6936021,68,2336,58,21,6933722,6936058,2289,2102,+,-,3118.26,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345901.3-10
6956406,6956820,0,414,0,0,6956406,6956820,414,406,+,-,721.314,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5489783,5490197,None,+,None,110384573,exon-XM_021345902.3-1
6942731,6942921,0,190,0,0,6942731,6942921,190,183,+,-,313.204,3.14112e-84,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345902.3-2
6941942,6942025,0,83,0,0,6941942,6942025,83,83,+,-,154.392,7.24823e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505265,5505348,None,+,None,110384573,exon-XM_021345902.3-3
6939891,6940001,0,110,0,0,6939891,6940001,110,108,+,-,193.172,2.2129e-48,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345902.3-4
6939335,6939569,3,237,0,0,6939332,6939569,234,212,+,-,311.357,1.45352e-83,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507555,5507792,None,+,None,110384573,exon-XM_021345902.3-5
6938288,6938383,0,95,0,0,6938288,6938383,95,91,+,-,154.392,8.59957e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5508607,5508702,None,+,None,110384573,exon-XM_021345902.3-7
6936178,6936478,0,288,0,12,6936178,6936466,300,283,+,-,449.856,3.6658e-125,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511076,5511364,None,+,None,110384573,exon-XM_021345902.3-8
6933790,6936021,68,2336,58,21,6933722,6936058,2289,2102,+,-,3118.26,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345902.3-9
6942731,6942921,0,190,0,0,6942731,6942921,190,183,+,-,313.204,3.14112e-84,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345904.3-2
6941942,6942025,0,83,0,0,6941942,6942025,83,83,+,-,154.392,7.24823e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505265,5505348,None,+,None,110384573,exon-XM_021345904.3-3
6941341,6941400,0,59,0,0,6941341,6941400,59,59,+,-,110.073,9.44005e-24,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5505882,5505941,None,+,None,110384573,exon-XM_021345904.3-4
6939891,6940001,0,110,0,0,6939891,6940001,110,108,+,-,193.172,2.2129e-48,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345904.3-5
6939335,6939569,3,237,0,0,6939332,6939569,234,212,+,-,311.357,1.45352e-83,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5507555,5507792,None,+,None,110384573,exon-XM_021345904.3-6
6938288,6938383,0,95,0,0,6938288,6938383,95,91,+,-,154.392,8.59957e-37,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5508607,5508702,None,+,None,110384573,exon-XM_021345904.3-8
6937181,6937235,2,56,0,0,6937179,6937235,54,53,+,-,95.2994,2.41675e-19,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5509895,5509951,None,+,None,110384573,exon-XM_021345904.3-9
6936178,6936478,0,288,0,12,6936178,6936466,300,283,+,-,449.856,3.6658e-125,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511076,5511364,None,+,None,110384573,exon-XM_021345904.3-10
6933790,6936021,68,2336,58,21,6933722,6936058,2289,2102,+,-,3118.26,0,NC_039484.1,GCF_003590095.1,GCF_030705265.1,7111,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345904.3-11
